축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
진주 전국민속 소힘겨루기대회,진주전통소힘겨루기 경기장,2025-10-08,2025-10-12,소힘겨루기 대회+경품추첨+초청가수 공연,(사)진주소힘겨루기협회,경상남도 진주시청,,055-749-8591,,,경상남도 진주시 판문오동길 100,경상남도 진주시 판문동 146-1,,,2025-02-17,5310000,경상남도 진주시
진주탈춤한마당,평거야외무대,2025-09-18,2025-10-20,한국탈춤공연+창작탈춤+특별공연+프린지공연+해외공연+기획공연+축하공연+탈전시회+학술행사+시민체험행사,경상남도무형문화재 제27호 진주오광대보존회,진주탈춤한마당 제전위원회,경상남도청 + 경상남도 진주시청+진주시유테스코창의도시 운영위원회+(재)진주문화관광재단 창의도시 추진단,055-746-6888,,,경상남도 진주시 남강로1번길 96-1,경상남도 진주시 신안동 595-5,,,2025-02-17,5310000,경상남도 진주시
진주국제농식품박람회,진주종합경기장,2025-11-05,2025-11-09,테마별 전시관+목장체험+농업실내체험+해외문화 특별전시+해회시장판로개척 수출상담회+토종농산물종자전시회 등 부대행사,경상남도청+경상남도 진주시청,경상남도청+경상남도 진주시청,농촌진흥청+국립농산물품질관리원+한국농업기술진흥원+한국관광공사+한국농어촌공사+한국농수산식품유통공사+대한무역투자진흥공사+경상국립대학교+농협진주시지부+진주시농축협운영협의회+진주축산업협동조합,,,,경상남도 진주시 동진로 415,경상남도 진주시 충무공동 8,,,2025-02-17,5310000,경상남도 진주시
제16회 화성시 가족사랑축제,동탄호수공원,2025-05-17,2025-05-17,공개방송+시민 참여 프로그램+체험 부스,화성시문화관광재단,경기도 화성시,,031-290-7678,https://www.hcf.or.kr,,경기도 화성시 동탄순환대로 69,경기도 화성시 송동 78-2번지,37.16690281,127.1024336,2025-01-31,5530000,경기도 화성시
화성시 연등 음악 축제,정조효공원+용주사,2025-04-19,2025-04-19,연등행렬+연등음악회,화성시불교사암연합회,경기도 화성시,,031-5189-3038,,,경기도 화성시 장조1로 34,경기도 화성시 안녕동 170-29,37.20663988,126.9959699,2025-01-31,5530000,경기도 화성시
제15회 화성 뱃놀이 축제,전곡항,2025-05-30,2025-06-01,해양레저 체험+야간공연,화성시문화관광재단,경기도 화성시,,031-5189-6136,http://hs-boatingfestival.com/,,경기도 화성시 서신면 전곡항로 21,경기도 화성시 서신면 전곡리 974번지,37.1867278,126.6524994,2025-01-31,5530000,경기도 화성시
화성송산포도축제,궁평항,2025-09-06,2025-09-07,"포도 체험, 직거래 장터",(재)화성푸드통합지원센터,경기도 화성시,,031-5189-6441,,,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689번지,37.11602908,126.6812748,2025-01-31,5530000,경기도 화성시
제3회 도농 어울림 축제,동탄여울공원,2025-09-06,2025-09-07,농업문화 체험+직거래 장터,화성시농업기술센터,경기도 화성시,,031-5189-6335,,,,경기도 화성시 오산동 1060,37.19830282,127.0866204,2025-01-31,5530000,경기도 화성시
정조효문화제 및 정조대왕능행차 공동재현,정조효공원+융건릉 일원,2025-09-27,2025-09-28,현륭원 천원 재현+을묘년 원행 재현+현륭원 제향,화성시문화관광재단,경기도 화성시,,031-5189-6654,http://www.정조효문화제.com/,,경기도 화성시 장조1로 34,경기도 화성시 안녕동 170-29,37.20663988,126.9959699,2025-01-31,5530000,경기도 화성시
2025 화성 학생동아리 축제,동탄센트럴파크 일원,2025-10-25,2025-10-25,초중고 학생동아리 공연+전시 및 체험부스 운영,화성시 인재육성재단,경기도 화성시,,031-898-8440,http://www.hsscf.kr/,,경기도 화성시 동탄지성로 121,경기도 화성시 반송동 43-2,37.20875396,127.0618814,2025-01-31,5530000,경기도 화성시
제3회 화성 루나 빛 축제,동탄호수공원,2025-10-25,2025-10-25,빛 콘텐츠 및 루나마켓+루나쇼+문화공연,화성시문화관광재단,경기도 화성시,,031-5189-3835,,,경기도 화성시 동탄순환대로 69,경기도 화성시 송동 78-2번지,37.16690281,127.1024336,2025-01-31,5530000,경기도 화성시
보성다향대축제,한국차문화공원,2025-05-02,2025-05-06,차 관련 공연+전시+경연+판매+체험행사,보성차생산자조합,보성다향대축제추진위원회,문화체육관광부+농림축산식품부+중소벤처기업부+전라남도+한국관광공사 등,061-853-0058,,,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1197,34.71987643,127.0817099,2025-02-24,4890000,전라남도 보성군
서편제 보성소리축제,보성군문화예술회관,2025-05-04,2025-05-06,전국 판소리·고수경연대회+추모공연 등,전라남도 보성군,서편제보성소리축제추진위원회,문화체육관광부+교육부+문화재청+한국문화예술위원회 등,061-850-5892,,,전라남도 보성군 보성읍 송재로 281-9,전라남도 보성군 보성읍 보성리 351,34.77812896,127.088433,2025-02-24,4890000,전라남도 보성군
제24회 양평단월고로쇠축제,단월레포츠공원,2023-03-18,2023-03-19,물맑은 양평의 청정지역에서만 나오는 소리산 고로쇠 수액으로 매년 3월에 개최되는 축제,양평단월고로쇠축제추진위원회,경기도 양평군 단월면,,031-770-3192,www.양평고로쇠축제.com,,경기도 양평군 단월면 보룡길 123,경기도 양평군 단월면 보룡리 441-6,37.5449768,127.670192,2023-12-05,4170000,경기도 양평군
제20회 양평산수유한우축제,개군레포츠공원+내리+주읍리+향리,2023-04-01,2023-04-02,노란 산수유 꽃이 피는 4월 주읍리 등 마을길을 걷고 개군한우를 먹으며 즐길 수 있는 축제,양평산수유축제추진위원회,경기도 양평군 개군면,,031-770-3342,https://sansuyuhanwoo.modoo.at/,,경기도 양평군 개군면 자진개1길 91,경기도 양평군 개군면 하자포리 375,37.43277374,127.5313533,2023-12-05,4170000,경기도 양평군
제13회 양평 용문산 산나물축제,용문산관광지,2023-04-28,2023-04-30,산나물의 맛과 향기를 느낄수 있는 즐거운 체험+공연이 펼쳐지는 다채로운 축제,경기도 양평군청+양평군 축제추진위원회,경기도 양평군청,,031-770-1072,,,경기도 양평군 용문면 용문산로 656,경기도 양평군 용문면 신점리 520,37.54633417,127.5824277,2023-12-05,4170000,경기도 양평군
황룡강 가을꽃축제,황룡강변 일원,2025-10-18,2025-10-26,공연+체험+판매행사 등,전라남도 장성군축제위원회,전라남도 장성군청,,061-390-7252,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_04,,,전라남도 장성군 장성읍 기산리 461-1,35.3095105,126.781506,2025-02-24,4980000,전라남도 장성군
황룡강 (洪)길동무 꽃길 축제,황룡강변 일원,2025-05-10,2025-05-09,공연+체험+판매행사 등,전라남도 장성군축제위원회,전라남도 장성군청,,061-390-7252,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_02,,,전라남도 장성군 장성읍 기산리 461-1,35.3095105,126.781506,2025-02-24,4980000,전라남도 장성군
백양사 산사음악회,백양사 일원,2025-01-01,2025-01-01,공연+체험+판매행사 등,대한불교조계종 백암산 백양사,전라남도 장성군청,,061-390-7241,,,,전라남도 장성군 북하면 약수리 123,35.43578187,126.8830392,2025-02-24,4980000,전라남도 장성군
장성 어울림음악회,삼계면 상무평화공원 일대,2025-01-01,2025-01-01,공연+체험+판매행사 등,전라남도 장성군청,전라남도 장성군청,,061-390-7241,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_02,,,전라남도 장성군 삼계면 주산리 626-28,35.2499069,126.670709,2025-02-24,4980000,전라남도 장성군
삼계면 민관군 화합 전통문화체험 축제,삼계면 택지지구 일대,2025-02-11,2025-02-11,공연+체험+판매행사 등,삼계면 청년회,장성군 삼계면 행정복지센터,,061-390-6963,,,,전라남도 장성군 삼계면 주산리 751-1,35.25250749,126.6715022,2025-02-24,4980000,전라남도 장성군
진원면 산동리 유채꽃 축제,진원면 산동2교 주변,2025-04-12,2025-04-12,공연+체험+판매행사 등,진원면 사회단체연합,장성군 진원면 행정복지센터,,061-390-6841,,,,전라남도 장성군 진원면 산동리 789-60,35.2471679,126.847367,2025-02-24,4980000,전라남도 장성군
황룡면 뱃나드리 축제,황룡강변 일대,2025-04-26,2025-04-27,공연+체험+판매행사 등,황룡면 뱃나드리 축제 추진위원회,장성군 황룡면 행정복지센터,,061-390-6991,,,,전라남도 장성군 황룡면 장산리 1-60,35.292138,126.7690404,2025-02-24,4980000,전라남도 장성군
북쪽하늘아래 산촌산나물축제,북하면 약수중학교 일대,2025-04-26,2025-04-27,공연+체험+판매행사 등,북하면 축제추진위원회,장성군 북하면 행정복지센터,,061-390-7971,,,전라남도 장성군 북하면 약수2길 11,,35.40698759,126.8807509,2025-02-24,4980000,전라남도 장성군
동화면 동화나라 버베나 축제,램프공원일대(남평리 260-8),2025-06-28,2025-06-29,공연+체험+판매행사 등,동화면 주민자치회,장성군 동화면 행정복지센터,,061-390-7240,,,,전라남도 장성군 동화면 남평리 260-8,35.279559,126.727381,2025-02-24,4980000,전라남도 장성군
서삼면 축령산 편백숲자락축제,축령산 일대,2025-09-27,2025-09-28,공연+체험+판매행사 등,서삼면 축제 추진위원회,장성군 서삼면 행정복지센터,,061-390-7882,,,,전라남도 장성군 서삼면 모암리 686-29,35.370776,126.747372,2025-02-24,4980000,전라남도 장성군
북이면 삼남대로 거리예술한마당,북이면 사거리 전통시장 일대,2025-01-01,2025-01-01,공연+체험+판매행사 등,북이면 축제 추진위원회,장성군 북이면 행정복지센터,,061-390-7941,,,,전라남도 장성군 북이면 사거리 697-2,35.427472,126.806962,2025-02-24,4980000,전라남도 장성군
삼서 잔디 축제,삼서면 장성잔디로 야영장 일대,2025-01-01,2025-01-01,공연+체험+판매행사 등,장성잔디생산자영농조합법인,장성군 삼서면 행정복지센터,,061-390-6933,,,,전라남도 장성군 삼서면 수양리 666-1,35.2406141,126.6612029,2025-02-24,4980000,전라남도 장성군
장성읍 영천 막걸리 축재,장성읍 행정복지센터 일대,2025-01-01,2025-01-01,공연+체험+판매행사 등,장성읍 축제추진위원회,장성군 장성읍 행정복지센터,,061-390-6801,,,,전라남도 장성군 장성읍 영천리 1105-1,35.3031968,126.785215,2025-02-24,4980000,전라남도 장성군
꽃과 함께하는 우리쌀 페스티벌,남면중학교 일대,2025-01-01,2025-01-01,공연+체험+판매행사 등,남면 축제추진위원회,장성군 남면 행정복지센터,,061-390-6872,,,,전라남도 장성군 남면 분향리 335,35.24391312,126.8109517,2025-02-24,4980000,전라남도 장성군
북일면 효사랑 축제,북일면 다목적센터(건설 중),2025-01-01,2025-01-01,공연+체험+판매행사 등,한국쌀전업농 장성군연합회 남면지회,장성군 북일면 행정복지센터,,061-390-7911,,,전라남도 장성군 북일면 북부1길 2,,35.37475277,126.8073308,2025-02-24,4980000,전라남도 장성군
물금벚꽃축제,양산시 황산공원 일원,2025-03-29,2025-03-30,"공식행사(개막식, 축하공연),  무대프로그램(동요공연, 마술&버블쇼, 밴드공연), 전시·체험행사, 야외쉼터 및 야간벚꽃길 운영 등",물금벚꽃축제추진위원회,경상남도 양산시청,경상남도 양산시청,055-392-2548,https://yangsanfes.com/,,경상남도 양산시 중앙로 39-1,경상남도 양산시 남부동 874-1,35.3334503257,129.0367574810,2025-02-13,5380000,경상남도 양산시
양산삽량문화축전,양산천 둔치 및 양산종합운동장 일원,2025-09-26,2025-09-28,"서제, 식전퍼레이드, 개·폐막식(축하공연, 불꽃쇼), 삽량역사존, 국계다리와 삽량고래섬, 삼장수 기상춤 경연대회, 키즈존, 강변쉼터, 전시·체험 프로그램 등",양산삽량문화축전추진위원회,경상남도 양산시청,경상남도 양산시청,055-392-2547,https://yangsanfes.com/,,경상남도 양산시 중앙로 39-1,경상남도 양산시 남부동 874-1,35.3334503257,129.0367574810,2025-02-13,5380000,경상남도 양산시
원동미나리축제,"쌍포매실다목적광장, 원동면 일원(매년 변동 가능)",2025-02-22,2025-03-21,"미나리 시식회 및 특산물 판매, 원동미나리 직판장 개설운영 등",원동면주민자치회,원동면주민자치회,경상남도 양산시청,055-392-3292,,,경상남도 양산시 원동면 원동로 2220,경상남도 양산시 원동면 영포리 537,35.42087808,128.9410171,2025-02-13,5380000,경상남도 양산시
원동매화축제,"쌍포매실다목적광장, 원동면 일원(매년 변동 가능)",2025-03-01,2025-03-03,"축하공연, 특산물 판매, 작은음악회, 쿠킹클래스, 딸기모종심기 체험행사 등",원동매화축제추진위원회,원동매화축제추진위원회,경상남도 양산시청,055-392-2547,https://yangsanfes.com/,,경상남도 양산시 원동면 원동로 2220,경상남도 양산시 원동면 영포리 537,35.42087808,128.9410171,2025-02-13,5380000,경상남도 양산시
제54회 영동난계국악축제,레인보우힐링관광지,2023-10-12,2023-10-15,퍼레이드+숭모제+국악기체험 등,(재)영동축제관광재단+(사)난계기념사업회,충청북도 영동군,,043-745-8916,,,충청북도 영동군 영동읍 동정로 1,,,,2023-12-07,4440000,충청북도 영동군
의왕왕송호수 겨울축제(날짜미정),왕송호수공원,2024-12-27,2025-01-19,눈썰매+겨울 체험 프로그램,경기도 의왕시청,경기도 의왕시청,,031-345-2548,https://www.uiwang.go.kr,왕송호수공원 공영주차장,경기도 의왕시 왕송못동로 307,,37.30710763,126.9531458,2024-12-09,4030000,경기도 의왕시
광양매화축제,섬진마을 일원,2024-03-08,2024-03-17,공연+경연+체험+전시+판매+부대행사,광양매화축제위원회,광양매화축제위원회,전라남도 광양시,061-797-2721,http://www.gwangyang.go.kr/tour_culture,,전라남도 광양시 시청로 33,전라남도 광양시 중동 1313,34.94063056,127.6959675,2024-12-10,4840000,전라남도 광양시
